IDnum,Buy,Income,Sex,Mailed,Age,Marital Status,Occupation,Education Level,Geographic Location,Online Behavior,Device Usage,Social Media Activity,Loyalty Program Membership,Previous Interactions with Ads,Shopping Preferences,Life Events,Frequency of Purchase,Average Transaction Value,Product Preferences
1531,Yes,180k-200k,Female,Yes,45-54,Single,White-Collar,Graduate,Urban,Low,Tablet,Low,Non-Member,Ignored,Online,Moving,Occasional,250-299,Clothing
2103,No,140k-159k,Female,No,55-64,Single,Blue-Collar,Bachelor,Suburban,Low,Desktop,Low,Member,Not Shown,Online,None,Occasional,400-449,Health & Beauty
590,No,40k-59k,Male,No,25-34,Single,Blue-Collar,High School,Urban,High,Desktop,High,Non-Member,Clicked,In-store,Moving,Rare,50-99,Clothing
3631,No,20k-39k,Male,Yes,25-34,Single,Blue-Collar,High School,Rural,Low,Tablet,Low,Non-Member,Clicked,In-store,None,Occasional,10-49,Electronics
1791,No,20k-39k,Male,Yes,65+,Single,Blue-Collar,High School,Rural,High,Desktop,Medium,Non-Member,Ignored,In-store,Marriage,Frequent,50-99,Electronics
4361,Yes,100k-119k,Male,Yes,35-44,Single,White-Collar,Bachelor,Rural,Medium,Tablet,Low,Non-Member,Clicked,Online,Moving,Frequent,300-349,Health & Beauty
1340,Yes,20k-39k,Male,Yes,25-34,Single,Blue-Collar,High School,Suburban,High,Desktop,Low,Non-Member,Not Shown,In-store,None,Frequent,50-99,Health & Beauty
1491,No,60k-79k,Male,No,65+,Single,Blue-Collar,High School,Urban,Medium,Tablet,Medium,Non-Member,Ignored,In-store,Childbirth,Frequent,50-99,Health & Beauty
4722,Yes,160k-179k,Female,Yes,35-44,Single,White-Collar,Graduate,Suburban,Low,Desktop,Low,Non-Member,Clicked,Online,Marriage,Rare,350-399,Clothing
1907,No,40k-59k,Male,Yes,25-34,Single,Blue-Collar,High School,Suburban,High,Desktop,Medium,Non-Member,Not Shown,In-store,Moving,Rare,50-99,Health & Beauty
3916,No,60k-79k,Male,Yes,25-34,Single,Blue-Collar,High School,Rural,High,Desktop,Medium,Non-Member,Clicked,In-store,Moving,Frequent,50-99,Health & Beauty
4730,No,100k-119k,Female,No,55-64,Married,Blue-Collar,Graduate,Urban,Medium,Desktop,Low,Non-Member,Not Shown,Online,Childbirth,Frequent,100-149,Electronics
3741,Yes,180k-200k,Male,Yes,45-54,Married,White-Collar,Bachelor,Urban,Medium,Desktop,Medium,Member,Not Shown,Online,Moving,Rare,250-299,Electronics
4028,No,20k-39k,Male,Yes,25-34,Single,Blue-Collar,High School,Suburban,High,Tablet,High,Non-Member,Clicked,In-store,None,Occasional,10-49,Health & Beauty
1445,Yes,20k-39k,Male,No,18-24,Single,Blue-Collar,High School,Suburban,High,Tablet,Low,Non-Member,Ignored,In-store,Moving,Frequent,50-99,Clothing
3966,Yes,120k-139k,Female,Yes,45-54,Married,Blue-Collar,Graduate,Urban,High,Tablet,Low,Member,Ignored,Online,None,Rare,450-500,Clothing
4432,No,60k-79k,Male,Yes,25-34,Single,Blue-Collar,High School,Urban,Medium,Desktop,Medium,Non-Member,Not Shown,In-store,Childbirth,Rare,50-99,Home & Garden
2090,Yes,60k-79k,Male,Yes,65+,Single,Blue-Collar,High School,Rural,Low,Desktop,Low,Non-Member,Ignored,In-store,Marriage,Rare,50-99,Grocery
4118,Yes,100k-119k,Male,Yes,45-54,Married,White-Collar,Graduate,Urban,High,Tablet,Low,Member,Not Shown,In-store,Marriage,Frequent,300-349,Clothing
3706,No,20k-39k,Male,Yes,18-24,Single,Blue-Collar,High School,Rural,Low,Tablet,High,Non-Member,Not Shown,In-store,Childbirth,Occasional,10-49,Health & Beauty
3961,Yes,20k-39k,Male,No,18-24,Single,Blue-Collar,High School,Suburban,Medium,Desktop,High,Non-Member,Not Shown,In-store,Moving,Rare,50-99,Health & Beauty
2737,No,20k-39k,Male,No,65+,Single,Blue-Collar,High School,Rural,Medium,Desktop,Medium,Non-Member,Not Shown,In-store,Marriage,Frequent,10-49,Electronics
2364,Yes,100k-119k,Female,Yes,35-44,Married,Blue-Collar,Graduate,Suburban,Medium,Tablet,Low,Non-Member,Ignored,Online,None,Occasional,450-500,Clothing
167,No,20k-39k,Male,No,25-34,Single,Blue-Collar,High School,Suburban,High,Desktop,Medium,Non-Member,Not Shown,In-store,None,Rare,50-99,Grocery
726,No,100k-119k,Female,No,55-64,Married,White-Collar,Graduate,Suburban,Medium,Desktop,Low,Member,Not Shown,Online,Childbirth,Frequent,150-199,Clothing
1218,No,40k-59k,Male,Yes,65+,Single,Blue-Collar,High School,Rural,Low,Mobile,High,Non-Member,Ignored,In-store,Childbirth,Rare,50-99,Electronics
3860,Yes,20k-39k,Male,No,25-34,Single,Blue-Collar,High School,Rural,High,Tablet,Medium,Non-Member,Ignored,In-store,None,Rare,50-99,Grocery
33,Yes,80k-99k,Female,Yes,45-54,Married,White-Collar,Bachelor,Urban,High,Desktop,Medium,Member,Clicked,Online,Moving,Occasional,250-299,Home & Garden
403,No,60k-79k,Male,Yes,18-24,Single,Blue-Collar,High School,Urban,High,Mobile,High,Non-Member,Clicked,In-store,Marriage,Frequent,50-99,Grocery
4481,No,40k-59k,Male,No,65+,Single,Blue-Collar,High School,Rural,High,Tablet,Medium,Non-Member,Ignored,In-store,Childbirth,Occasional,50-99,Home & Garden
4128,No,60k-79k,Male,Yes,18-24,Single,Blue-Collar,High School,Suburban,Medium,Mobile,Medium,Non-Member,Clicked,In-store,None,Frequent,50-99,Home & Garden
885,Yes,180k-200k,Female,Yes,55-64,Single,Blue-Collar,Graduate,Rural,High,Mobile,Low,Member,Not Shown,Online,Childbirth,Frequent,200-249,Electronics
4513,Yes,80k-99k,Female,Yes,55-64,Single,White-Collar,Bachelor,Urban,Low,Mobile,High,Non-Member,Clicked,Online,None,Frequent,250-299,Health & Beauty
4071,No,20k-39k,Male,No,18-24,Single,Blue-Collar,High School,Suburban,High,Desktop,High,Non-Member,Clicked,In-store,None,Rare,50-99,Home & Garden
4422,Yes,80k-99k,Female,No,55-64,Married,Blue-Collar,Graduate,Urban,High,Desktop,Low,Member,Not Shown,Online,Moving,Rare,350-399,Home & Garden
1027,Yes,20k-39k,Male,No,18-24,Single,Blue-Collar,High School,Rural,High,Mobile,Low,Non-Member,Not Shown,In-store,Childbirth,Rare,10-49,Health & Beauty
74,No,20k-39k,Male,No,65+,Single,Blue-Collar,High School,Suburban,High,Mobile,High,Non-Member,Ignored,In-store,Moving,Frequent,50-99,Home & Garden
498,No,60k-79k,Male,Yes,18-24,Single,Blue-Collar,High School,Urban,High,Mobile,Medium,Non-Member,Clicked,In-store,Marriage,Occasional,10-49,Clothing
2206,Yes,60k-79k,Male,Yes,65+,Single,Blue-Collar,High School,Suburban,High,Desktop,Low,Non-Member,Ignored,In-store,Marriage,Frequent,10-49,Clothing
3622,No,20k-39k,Male,No,18-24,Single,Blue-Collar,High School,Suburban,Low,Desktop,Medium,Non-Member,Not Shown,In-store,Moving,Rare,10-49,Clothing
4887,Yes,100k-119k,Male,Yes,55-64,Single,White-Collar,Bachelor,Rural,High,Tablet,Low,Non-Member,Not Shown,Online,Marriage,Rare,150-199,Clothing
4847,No,20k-39k,Male,No,18-24,Single,Blue-Collar,High School,Suburban,Low,Tablet,High,Non-Member,Not Shown,In-store,Childbirth,Rare,50-99,Clothing
2721,Yes,160k-179k,Female,Yes,55-64,Married,Blue-Collar,Bachelor,Urban,High,Mobile,Medium,Non-Member,Clicked,Online,Moving,Occasional,150-199,Health & Beauty
195,Yes,60k-79k,Male,Yes,65+,Single,Blue-Collar,High School,Suburban,High,Mobile,Medium,Non-Member,Not Shown,In-store,None,Rare,50-99,Health & Beauty
4671,No,60k-79k,Male,No,25-34,Single,Blue-Collar,High School,Urban,Low,Tablet,Low,Non-Member,Clicked,In-store,Childbirth,Frequent,10-49,Clothing
390,No,160k-179k,Female,Yes,35-44,Married,Blue-Collar,Graduate,Rural,Low,Tablet,Medium,Member,Not Shown,Online,Moving,Frequent,150-199,Grocery
4558,Yes,180k-200k,Female,No,35-44,Married,Blue-Collar,Graduate,Urban,Medium,Mobile,Medium,Non-Member,Not Shown,Online,Marriage,Frequent,450-500,Grocery
1272,Yes,100k-119k,Female,Yes,35-44,Married,White-Collar,Graduate,Suburban,Low,Mobile,High,Member,Not Shown,In-store,Childbirth,Occasional,400-449,Health & Beauty
1181,No,20k-39k,Male,Yes,18-24,Single,Blue-Collar,High School,Suburban,Medium,Mobile,Low,Non-Member,Not Shown,In-store,Childbirth,Frequent,50-99,Grocery
4026,No,60k-79k,Male,No,18-24,Single,Blue-Collar,High School,Urban,High,Desktop,Medium,Non-Member,Ignored,In-store,Moving,Occasional,10-49,Health & Beauty
824,Yes,180k-200k,Female,No,35-44,Married,White-Collar,Bachelor,Suburban,High,Mobile,Medium,Non-Member,Not Shown,Online,Childbirth,Frequent,350-399,Health & Beauty
2588,No,20k-39k,Male,No,18-24,Single,Blue-Collar,High School,Rural,High,Desktop,High,Non-Member,Not Shown,In-store,Moving,Frequent,50-99,Home & Garden
1465,No,60k-79k,Male,No,65+,Single,Blue-Collar,High School,Urban,Low,Tablet,High,Non-Member,Clicked,In-store,Marriage,Rare,10-49,Clothing
3798,No,100k-119k,Female,No,55-64,Married,White-Collar,Bachelor,Rural,High,Mobile,Low,Member,Clicked,Online,Moving,Rare,100-149,Grocery
1416,Yes,160k-179k,Male,Yes,45-54,Married,White-Collar,Graduate,Urban,Low,Tablet,Medium,Member,Ignored,Online,None,Occasional,450-500,Electronics
4756,No,40k-59k,Male,Yes,25-34,Single,Blue-Collar,High School,Rural,High,Tablet,Medium,Non-Member,Ignored,In-store,Moving,Rare,10-49,Clothing
3669,Yes,60k-79k,Male,No,65+,Single,Blue-Collar,High School,Urban,Low,Tablet,Medium,Non-Member,Not Shown,In-store,None,Rare,10-49,Electronics
3479,No,20k-39k,Male,No,18-24,Single,Blue-Collar,High School,Rural,High,Mobile,Low,Non-Member,Clicked,In-store,Childbirth,Occasional,10-49,Clothing
2739,No,20k-39k,Male,Yes,65+,Single,Blue-Collar,High School,Rural,Low,Desktop,High,Non-Member,Clicked,In-store,Childbirth,Frequent,50-99,Grocery
1277,No,80k-99k,Male,No,55-64,Married,Blue-Collar,Bachelor,Rural,High,Tablet,High,Member,Clicked,In-store,None,Occasional,150-199,Health & Beauty
1578,Yes,40k-59k,Male,No,18-24,Single,Blue-Collar,High School,Rural,Medium,Mobile,Medium,Non-Member,Clicked,In-store,Moving,Frequent,10-49,Grocery
2228,No,60k-79k,Male,No,18-24,Single,Blue-Collar,High School,Urban,Low,Tablet,High,Non-Member,Not Shown,In-store,None,Frequent,10-49,Electronics
2674,Yes,60k-79k,Male,No,18-24,Single,Blue-Collar,High School,Urban,High,Desktop,High,Non-Member,Clicked,In-store,Moving,Frequent,50-99,Grocery
2439,Yes,60k-79k,Male,Yes,65+,Single,Blue-Collar,High School,Suburban,Low,Tablet,Low,Non-Member,Ignored,In-store,None,Rare,10-49,Health & Beauty
1090,Yes,80k-99k,Female,No,35-44,Married,Blue-Collar,Graduate,Urban,High,Mobile,High,Member,Not Shown,Online,Moving,Frequent,250-299,Grocery
4323,No,160k-179k,Female,No,45-54,Single,White-Collar,Graduate,Rural,Medium,Mobile,Medium,Member,Clicked,Online,None,Rare,100-149,Electronics
4565,No,20k-39k,Male,No,25-34,Single,Blue-Collar,High School,Rural,Medium,Mobile,High,Non-Member,Ignored,In-store,None,Occasional,10-49,Health & Beauty
1689,Yes,60k-79k,Male,Yes,65+,Single,Blue-Collar,High School,Rural,Medium,Desktop,Medium,Non-Member,Clicked,In-store,Moving,Occasional,10-49,Clothing
4641,No,140k-159k,Female,No,55-64,Married,White-Collar,Bachelor,Suburban,Low,Tablet,High,Member,Ignored,Online,Childbirth,Rare,350-399,Home & Garden
4482,No,120k-139k,Male,No,35-44,Single,Blue-Collar,Graduate,Urban,Medium,Desktop,Low,Member,Ignored,In-store,Marriage,Occasional,100-149,Home & Garden
4857,Yes,80k-99k,Female,Yes,55-64,Married,Blue-Collar,Graduate,Rural,High,Mobile,High,Member,Clicked,Online,None,Rare,150-199,Health & Beauty
911,No,60k-79k,Male,No,25-34,Single,Blue-Collar,High School,Rural,Medium,Mobile,Medium,Non-Member,Clicked,In-store,None,Rare,50-99,Electronics
3001,Yes,140k-159k,Male,No,35-44,Married,White-Collar,Bachelor,Suburban,High,Tablet,Medium,Member,Clicked,Online,Childbirth,Occasional,400-449,Home & Garden
4199,Yes,60k-79k,Male,Yes,65+,Single,Blue-Collar,High School,Suburban,Medium,Mobile,Medium,Non-Member,Not Shown,In-store,None,Rare,10-49,Clothing
550,Yes,60k-79k,Male,Yes,65+,Single,Blue-Collar,High School,Rural,Low,Tablet,Medium,Non-Member,Ignored,In-store,Marriage,Frequent,10-49,Home & Garden
1719,Yes,100k-119k,Male,Yes,35-44,Single,Blue-Collar,Bachelor,Rural,Low,Tablet,Medium,Member,Clicked,Online,Moving,Rare,200-249,Home & Garden
4920,No,180k-200k,Male,No,45-54,Single,White-Collar,Graduate,Suburban,High,Mobile,Medium,Non-Member,Not Shown,Online,Marriage,Occasional,250-299,Clothing
1348,No,140k-159k,Female,No,35-44,Married,Blue-Collar,Bachelor,Rural,High,Desktop,Low,Member,Clicked,Online,Childbirth,Rare,350-399,Health & Beauty
4592,Yes,100k-119k,Male,Yes,35-44,Married,White-Collar,Bachelor,Suburban,High,Tablet,High,Non-Member,Ignored,Online,Moving,Frequent,300-349,Electronics
1267,Yes,140k-159k,Male,Yes,35-44,Married,White-Collar,Graduate,Urban,Medium,Tablet,Medium,Member,Clicked,Online,Marriage,Frequent,200-249,Grocery
4670,Yes,60k-79k,Male,Yes,65+,Single,Blue-Collar,High School,Urban,Low,Mobile,High,Non-Member,Ignored,In-store,None,Frequent,10-49,Clothing
336,No,120k-139k,Female,No,35-44,Married,Blue-Collar,Bachelor,Urban,Low,Tablet,High,Member,Ignored,Online,Moving,Rare,100-149,Home & Garden
3227,No,80k-99k,Male,No,45-54,Single,White-Collar,Bachelor,Suburban,Medium,Tablet,High,Member,Not Shown,In-store,Marriage,Rare,450-500,Grocery
4911,No,120k-139k,Female,No,45-54,Married,White-Collar,Graduate,Suburban,High,Desktop,Medium,Member,Not Shown,Online,Moving,Frequent,100-149,Home & Garden
1823,No,40k-59k,Male,Yes,18-24,Single,Blue-Collar,High School,Urban,Low,Desktop,High,Non-Member,Ignored,In-store,Marriage,Rare,10-49,Clothing
4648,Yes,160k-179k,Male,Yes,55-64,Married,Blue-Collar,Bachelor,Rural,Low,Desktop,Medium,Member,Not Shown,Online,Childbirth,Rare,100-149,Electronics
2624,No,20k-39k,Male,No,65+,Single,Blue-Collar,High School,Suburban,High,Mobile,High,Non-Member,Ignored,In-store,Childbirth,Frequent,50-99,Home & Garden
279,Yes,120k-139k,Female,Yes,55-64,Married,White-Collar,Bachelor,Rural,Medium,Tablet,Low,Non-Member,Ignored,Online,Moving,Occasional,400-449,Health & Beauty
4146,Yes,60k-79k,Male,Yes,65+,Single,Blue-Collar,High School,Suburban,High,Desktop,Low,Non-Member,Clicked,In-store,None,Occasional,10-49,Electronics
785,No,60k-79k,Male,No,18-24,Single,Blue-Collar,High School,Urban,High,Mobile,Medium,Non-Member,Ignored,In-store,Moving,Occasional,10-49,Electronics
2153,No,20k-39k,Male,No,25-34,Single,Blue-Collar,High School,Urban,Medium,Mobile,Low,Non-Member,Not Shown,In-store,Childbirth,Frequent,10-49,Home & Garden
3767,Yes,60k-79k,Male,Yes,65+,Single,Blue-Collar,High School,Urban,High,Tablet,Medium,Non-Member,Ignored,In-store,Marriage,Rare,50-99,Health & Beauty
2165,Yes,60k-79k,Male,No,25-34,Single,Blue-Collar,High School,Rural,High,Mobile,High,Non-Member,Not Shown,In-store,Childbirth,Occasional,50-99,Home & Garden
2059,No,100k-119k,Female,No,55-64,Married,Blue-Collar,Bachelor,Rural,Low,Tablet,Medium,Member,Clicked,Online,None,Rare,450-500,Home & Garden
533,No,20k-39k,Male,Yes,25-34,Single,Blue-Collar,High School,Rural,Low,Tablet,Medium,Non-Member,Not Shown,In-store,None,Frequent,50-99,Home & Garden
3352,Yes,20k-39k,Male,No,25-34,Single,Blue-Collar,High School,Urban,Medium,Tablet,High,Non-Member,Clicked,In-store,Marriage,Occasional,10-49,Health & Beauty
1350,Yes,160k-179k,Male,Yes,55-64,Single,Blue-Collar,Bachelor,Suburban,High,Mobile,Low,Member,Clicked,Online,Moving,Frequent,450-500,Electronics
2700,No,100k-119k,Female,No,35-44,Married,White-Collar,Bachelor,Suburban,High,Desktop,Low,Member,Not Shown,Online,Marriage,Occasional,200-249,Health & Beauty
341,No,60k-79k,Male,No,25-34,Single,Blue-Collar,High School,Rural,Low,Tablet,High,Non-Member,Clicked,In-store,Marriage,Frequent,50-99,Health & Beauty
746,No,100k-119k,Female,No,45-54,Married,White-Collar,Bachelor,Suburban,Low,Mobile,Low,Member,Clicked,In-store,None,Occasional,450-500,Grocery
683,Yes,60k-79k,Male,Yes,65+,Single,Blue-Collar,High School,Urban,Medium,Desktop,Low,Non-Member,Ignored,In-store,Marriage,Frequent,10-49,Grocery
1771,No,60k-79k,Male,No,25-34,Single,Blue-Collar,High School,Suburban,Low,Desktop,Medium,Non-Member,Not Shown,In-store,None,Frequent,10-49,Grocery
1900,No,140k-159k,Female,No,35-44,Single,Blue-Collar,Bachelor,Rural,Low,Desktop,Medium,Non-Member,Ignored,Online,Childbirth,Frequent,200-249,Grocery
4953,Yes,80k-99k,Male,Yes,55-64,Single,White-Collar,Bachelor,Suburban,Low,Mobile,Medium,Member,Ignored,In-store,None,Rare,150-199,Home & Garden
2220,No,20k-39k,Male,No,18-24,Single,Blue-Collar,High School,Rural,Medium,Tablet,Medium,Non-Member,Clicked,In-store,Childbirth,Rare,50-99,Electronics
2083,Yes,100k-119k,Female,Yes,45-54,Single,White-Collar,Graduate,Suburban,Low,Desktop,Medium,Member,Ignored,Online,None,Frequent,350-399,Home & Garden
1221,No,20k-39k,Male,No,18-24,Single,Blue-Collar,High School,Suburban,High,Desktop,Medium,Non-Member,Clicked,In-store,Moving,Rare,50-99,Clothing
4288,Yes,140k-159k,Female,Yes,55-64,Married,White-Collar,Graduate,Urban,Medium,Mobile,Low,Member,Clicked,Online,None,Occasional,400-449,Clothing
3519,Yes,80k-99k,Male,Yes,35-44,Married,Blue-Collar,Bachelor,Suburban,Low,Mobile,High,Member,Clicked,In-store,Childbirth,Rare,150-199,Clothing
1329,Yes,180k-200k,Female,No,35-44,Single,White-Collar,Bachelor,Suburban,High,Tablet,Low,Non-Member,Clicked,Online,Childbirth,Rare,250-299,Home & Garden
3011,No,60k-79k,Male,No,65+,Single,Blue-Collar,High School,Urban,High,Desktop,Low,Non-Member,Ignored,In-store,None,Occasional,50-99,Home & Garden
4542,Yes,180k-200k,Male,Yes,35-44,Single,White-Collar,Graduate,Suburban,High,Tablet,Low,Non-Member,Ignored,Online,Moving,Rare,400-449,Clothing
3989,No,140k-159k,Female,No,45-54,Married,Blue-Collar,Graduate,Urban,Medium,Mobile,Low,Member,Not Shown,In-store,None,Rare,100-149,Health & Beauty
3139,Yes,160k-179k,Male,Yes,45-54,Single,White-Collar,Graduate,Rural,Medium,Desktop,High,Non-Member,Clicked,Online,Moving,Rare,150-199,Clothing
278,No,20k-39k,Male,No,25-34,Single,Blue-Collar,High School,Suburban,Medium,Desktop,Medium,Non-Member,Ignored,In-store,Marriage,Rare,10-49,Home & Garden
1499,No,40k-59k,Male,Yes,25-34,Single,Blue-Collar,High School,Suburban,Medium,Mobile,Medium,Non-Member,Clicked,In-store,None,Occasional,50-99,Electronics
4159,No,40k-59k,Male,Yes,18-24,Single,Blue-Collar,High School,Urban,Medium,Desktop,High,Non-Member,Ignored,In-store,Marriage,Frequent,50-99,Grocery
3563,Yes,60k-79k,Male,Yes,65+,Single,Blue-Collar,High School,Rural,Medium,Desktop,Medium,Non-Member,Clicked,In-store,Marriage,Occasional,50-99,Home & Garden
2141,No,20k-39k,Male,Yes,18-24,Single,Blue-Collar,High School,Rural,Medium,Mobile,Medium,Non-Member,Ignored,In-store,Moving,Occasional,10-49,Grocery
408,No,180k-200k,Female,No,35-44,Single,Blue-Collar,Bachelor,Urban,Medium,Tablet,High,Non-Member,Ignored,Online,Marriage,Occasional,400-449,Grocery
4699,No,60k-79k,Male,Yes,25-34,Single,Blue-Collar,High School,Urban,Low,Mobile,Medium,Non-Member,Ignored,In-store,Moving,Frequent,50-99,Grocery
1611,No,20k-39k,Male,Yes,65+,Single,Blue-Collar,High School,Urban,Medium,Desktop,High,Non-Member,Clicked,In-store,Moving,Occasional,50-99,Health & Beauty
3362,Yes,20k-39k,Male,No,65+,Single,Blue-Collar,High School,Rural,High,Mobile,Medium,Non-Member,Not Shown,In-store,None,Occasional,10-49,Electronics
789,No,100k-119k,Female,No,45-54,Single,Blue-Collar,Bachelor,Suburban,High,Desktop,Low,Member,Clicked,Online,Marriage,Frequent,350-399,Grocery
969,No,60k-79k,Male,Yes,25-34,Single,Blue-Collar,High School,Suburban,Medium,Tablet,High,Non-Member,Clicked,In-store,Childbirth,Frequent,10-49,Electronics
1776,Yes,160k-179k,Male,No,45-54,Married,White-Collar,Bachelor,Urban,Medium,Tablet,Low,Member,Ignored,Online,Moving,Occasional,200-249,Home & Garden
3339,No,20k-39k,Male,No,25-34,Single,Blue-Collar,High School,Rural,Medium,Tablet,Medium,Non-Member,Not Shown,In-store,Moving,Frequent,10-49,Health & Beauty
2818,Yes,160k-179k,Male,No,35-44,Married,Blue-Collar,Graduate,Suburban,Medium,Desktop,Medium,Non-Member,Clicked,In-store,Moving,Occasional,150-199,Electronics
2092,Yes,180k-200k,Female,Yes,35-44,Single,Blue-Collar,Graduate,Suburban,High,Tablet,Low,Member,Ignored,Online,Childbirth,Frequent,250-299,Electronics
951,Yes,20k-39k,Male,No,25-34,Single,Blue-Collar,High School,Urban,High,Tablet,High,Non-Member,Not Shown,In-store,None,Rare,10-49,Clothing
869,No,40k-59k,Male,Yes,25-34,Single,Blue-Collar,High School,Urban,Low,Mobile,Low,Non-Member,Not Shown,In-store,Childbirth,Occasional,10-49,Grocery
1299,No,120k-139k,Female,No,55-64,Married,Blue-Collar,Graduate,Urban,Low,Desktop,High,Member,Not Shown,Online,Childbirth,Frequent,200-249,Home & Garden
2647,Yes,140k-159k,Male,Yes,55-64,Married,Blue-Collar,Graduate,Urban,Low,Tablet,Medium,Member,Not Shown,Online,Marriage,Occasional,350-399,Grocery
3172,No,40k-59k,Male,No,18-24,Single,Blue-Collar,High School,Rural,Low,Desktop,High,Non-Member,Ignored,In-store,Childbirth,Frequent,50-99,Clothing
3835,No,40k-59k,Male,Yes,25-34,Single,Blue-Collar,High School,Urban,Medium,Desktop,Medium,Non-Member,Ignored,In-store,Childbirth,Occasional,10-49,Electronics
502,No,140k-159k,Male,No,45-54,Single,Blue-Collar,Graduate,Rural,Low,Mobile,Low,Member,Clicked,Online,None,Occasional,100-149,Health & Beauty
2635,Yes,120k-139k,Male,Yes,55-64,Single,Blue-Collar,Bachelor,Urban,High,Tablet,High,Non-Member,Ignored,In-store,Marriage,Rare,400-449,Health & Beauty
574,Yes,60k-79k,Male,Yes,65+,Single,Blue-Collar,High School,Urban,Low,Tablet,Medium,Non-Member,Clicked,In-store,Childbirth,Rare,10-49,Grocery
681,No,40k-59k,Male,Yes,65+,Single,Blue-Collar,High School,Rural,Medium,Desktop,Low,Non-Member,Not Shown,In-store,Marriage,Frequent,10-49,Electronics
